"ID","DATE.OF.INTERVIEW","Upgraded.toilet.recently.","Emptied.the.toilet.before.","What.happens.when.the.toilet.gets.full.","Last.time.emptied","Was.the.fee.you.paid.affordable.","How.often.do.you.empty.your.toilet.","Years to full","Months to full","Perception.of.the.fill.level","Is.emptying.feasible."
"7149","2017-10-17","No","No","Empty and reuse",NA,NA,NA,10,6,"Almost empty","Yes"
"7150","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost full","Yes"
"7151","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,NA,"Half-full","Yes"
"7152","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Almost empty","Yes"
"7153","2017-10-17","No","No","Abandone",NA,NA,NA,2,NA,"Almost full","Yes"
"7154","2017-10-17","Yes","Yes","Empty and reuse","5","Too expensive","Every Year",1,0,"Almost empty","Yes"
"7155","2017-10-17","No","No","Empty and reuse",NA,NA,NA,2,NA,"Half-full","Yes"
"7156","2017-10-17","No","Yes","Empty and reuse","4","Affordable","Every six months",0,0,"Half-full","Yes"
"7157","2017-10-17","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"7158","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Half-full","Yes"
"7159","2017-10-17","No","No","Empty and reuse",NA,NA,NA,6,4,"Half-full","Yes"
"7160","2017-10-17","No","No","Empty and reuse",NA,NA,NA,9,NA,"Half-full","Yes"
"7161","2017-10-17","No","Yes","Empty and reuse","4","Affordable","Every 9 months",2,NA,"Half-full","Yes"
"7162","2017-10-17","No","No","Other (please specify)",NA,NA,NA,NA,2,"Almost full","Yes"
"7163","2017-10-17","No","No","Abandone",NA,NA,NA,1,NA,"Almost full","No"
"7164","2017-10-17","No","No","Empty and reuse",NA,NA,NA,0,12,"Full","Yes"
"7165","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost full","Yes"
"7166","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,9,2,"Half-full","Yes"
"7167","2017-10-17","No","No","Empty and reuse",NA,NA,NA,3,0,"Almost full","Yes"
"7168","2017-10-17","No","No","Other (please specify)",NA,NA,NA,5,NA,"Half-full","No"
"7169","2017-10-17","No","Other (please specify)","Multiple options",NA,NA,NA,4,NA,"Half-full","Yes"
"7170","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Half-full","No"
"7171","2017-10-17","No","No","Multiple options",NA,NA,NA,5,6,"Half-full","Yes"
"7172","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,0,"Half-full","Yes"
"7173","2017-10-17",NA,"No","Abandone",NA,NA,NA,NA,1,"Almost full","Yes"
"7174","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,1,0,"Half-full","Yes"
"7175","2017-10-17","No","Yes","Empty and reuse","3",NA,"Other (please specify)",NA,1,"Almost full","Yes"
"7176","2017-10-17","No","No","Empty and reuse",NA,NA,NA,0,5,"Almost full","Yes"
"7177","2017-10-17","No","Yes","Empty and reuse","4","Affordable",NA,0,2,"Almost full","Yes"
"7178","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,NA,NA,"Yes"
"7179","2017-10-17","No","No","Empty and reuse",NA,NA,NA,3,NA,"Half-full","Yes"
"7180","2017-10-17","No","Yes","Empty and reuse","4",NA,NA,2,NA,"Half-full","Yes"
"7181","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,6,"Half-full","Yes"
"7182","2017-10-17","No","No","Abandone",NA,NA,NA,2,NA,"Almost full","No"
"7183","2017-10-17","Yes","Yes","Multiple options","5","Affordable","Every 2 years",6,NA,"Almost full","No"
"7184","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,NA,2,"Almost full","Yes"
"7185","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,12,10,"Empty","Yes"
"7186","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,0,"Almost empty","Yes"
"7187","2017-10-17","No","No","Empty and reuse",NA,NA,NA,2,NA,NA,"Yes"
"7188","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,0,"Half-full","Yes"
"7189","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,4,NA,"Full","Yes"
"7190","2017-10-17","No","No","Abandone",NA,NA,NA,3,NA,"Almost full","Yes"
"7191","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,6,"Half-full","Yes"
"7192","2017-10-16","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Almost full","Yes"
"7193","2017-10-17","No","No","Other (please specify)",NA,NA,NA,10,0,"Half-full","Yes"
"7194","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,NA,6,"Half-full","Yes"
"7195","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,0,"Half-full","No"
"7196","2017-10-17","No","No","Empty and reuse",NA,NA,NA,2,NA,"Almost full","Yes"
"7197","2017-10-17","No","No","Empty and reuse",NA,NA,NA,0,2,"Half-full","Yes"
"7198","2017-10-17","No","No","Other (please specify)",NA,NA,NA,2,NA,"Almost full","Yes"
"7199","2017-10-17","No","No","Abandone",NA,NA,NA,1,NA,"Almost full","Yes"
"7200","2017-10-17","No","No","Other (please specify)",NA,NA,NA,0,0,"Half-full","No"
"7201","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,6,"Almost full","Yes"
"7202","2017-10-14","No","No","Bury and dig another one",NA,NA,NA,NA,9,"Half-full","Yes"
"7203","2017-10-17","No","Yes","Multiple options","5","Affordable","Every six months",3,NA,"Half-full",NA
"7204","2017-10-17","No","No","Empty and reuse",NA,NA,NA,0,3,"Almost full","Yes"
"7205","2017-10-17","No","No","Empty and reuse",NA,NA,NA,12,10,"Almost empty","Yes"
"7206","2017-10-17","No","No","Other (please specify)",NA,NA,NA,2,0,"Almost full","Yes"
"7207","2017-10-17","No","No","Other (please specify)",NA,NA,NA,0,0,"Half-full","Yes"
"7208","2017-10-17","No","Yes","Empty and reuse","Other (please specify)","Affordable","Other (please specify)",2,NA,NA,"Yes"
"7209","2017-10-17","No","No","Empty and reuse",NA,NA,NA,3,NA,"Half-full",NA
"7210","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,0,"Almost full","Yes"
"7211","2017-10-16","No","No","Abandone",NA,NA,NA,6,NA,"Almost full","Yes"
"7212","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Half-full","Yes"
"7213","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,13,NA,"Half-full","Yes"
"7214","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,1,0,NA,"Yes"
"7215","2017-10-17","No","Yes","Empty and reuse","5","Other (please specify)","Every 1 year Six Months",1,6,"Almost empty","Yes"
"7216","2017-10-17","Yes","No","Bury and dig another one",NA,NA,NA,2,NA,"Half-full","Yes"
"7217","2017-10-17","No","Yes","Empty and reuse","4","Affordable","Other (please specify)",0,0,"Almost full","Yes"
"7218","2017-10-17","No","No","Multiple options",NA,NA,NA,4,NA,"Half-full","Yes"
"7219","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,8,10,"Almost empty","Yes"
"7220","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Almost full","No"
"7221","2017-10-17","Yes","No","Other (please specify)",NA,NA,NA,4,0,"Half-full","Yes"
"7222","2017-10-17","No","No","Empty and reuse",NA,NA,NA,1,NA,"Half-full","Yes"
"7223","2017-10-17","No","No","Empty and reuse",NA,NA,NA,4,0,"Half-full","Yes"
"7224","2017-10-17","No","No","Abandone",NA,NA,NA,6,NA,"Almost full","Yes"
"7225","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,NA,NA,"Yes"
"7226","2017-10-17","No","No","Empty and reuse",NA,NA,NA,8,NA,"Half-full","Yes"
"7227","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Almost full","Yes"
"7228","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,6,"Half-full","Yes"
"7229","2017-10-17","No","Yes","Empty and reuse","5","Affordable","Every Year",2,NA,"Almost empty","Yes"
"7230","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,3,NA,"Half-full","No"
"7231","2017-10-17","No","No","Other (please specify)",NA,NA,NA,0,0,"Half-full","Yes"
"7232","2017-10-17","No","No","Abandone",NA,NA,NA,22,NA,"Almost full",NA
"7233","2017-10-17","Yes","No","Bury and dig another one",NA,NA,NA,5,0,"Half-full","No"
"7234","2017-10-17","No","No","Multiple options",NA,NA,NA,NA,NA,NA,"Yes"
"7235","2017-10-16","No","Yes","Multiple options","5","Affordable","Every 1 year Six Months",1,NA,"Half-full","No"
"7236","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,0,"Half-full","Yes"
"7237","2017-10-17","No","No","Empty and reuse",NA,NA,NA,8,10,"Almost empty","Yes"
"7238","2017-10-17","No",NA,"Bury and dig another one",NA,NA,NA,0,0,"Half-full","Yes"
"7239","2017-10-17","No","No","Empty and reuse",NA,NA,NA,6,6,"Half-full","Yes"
"7240","2017-10-17","No","No","Multiple options",NA,NA,NA,2,NA,"Almost full","Yes"
"7241","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,0,"Almost full","No"
"7242","2017-10-17","No","No","Empty and reuse",NA,NA,NA,3,NA,"Almost full","Yes"
"7243","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Half-full","Yes"
"7244","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Full","Yes"
"7245","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Almost empty","Yes"
"7246","2017-10-17","No","No","Other (please specify)",NA,NA,NA,0,0,"Almost full","Yes"
"7247","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,5,0,"Half-full","Yes"
"7248","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,NA,0,"Full","Yes"
"7249","2017-10-17","No","No","Multiple options",NA,NA,NA,10,NA,"Half-full","Yes"
"7250","2017-10-17",NA,"No","Abandone",NA,NA,NA,0,0,"Full","Yes"
"7251","2017-10-17","No","No","Empty and reuse",NA,NA,NA,2,0,"Almost empty","Yes"
"7252","2017-10-16","No","Yes","Abandone",NA,"Affordable","Every 1 year Six Months",6,NA,"Almost full","Yes"
"7253","2017-10-17","No","No","Other (please specify)",NA,NA,NA,0,0,"Almost full","Yes"
"7254","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,NA,NA,"Yes"
"7255","2017-10-17","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"7256","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Half-full","Yes"
"7257","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,0,"Half-full","Yes"
"7258","2017-10-17","No","No","Other (please specify)",NA,NA,NA,0,0,"Almost full","Yes"
"7259","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,3,"Full","Yes"
"7260","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,3,NA,"Full","Yes"
"7261","2017-10-17","No","No","Empty and reuse",NA,NA,NA,4,NA,"Half-full","Yes"
"7262","2017-10-17","No","No","Other (please specify)",NA,NA,NA,5,NA,"Half-full","Yes"
"7263","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Half-full","Yes"
"7264","2017-10-17","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"7265","2017-10-17","No","Yes","Bury and dig another one","4","Affordable","Other (please specify)",1,10,"Half-full","Yes"
"7266","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,1,NA,"Half-full","Yes"
"7267","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,5,"Almost full","Yes"
"7268","2017-10-17","No","Yes","Empty and reuse","5",NA,NA,1,NA,"Almost full","Yes"
"7269","2017-10-17","No","No","Other (please specify)",NA,NA,NA,0,0,"Almost full","Yes"
"7270","2017-10-17","Yes","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost empty","Yes"
"7271","2017-10-17","No","No","Empty and reuse",NA,NA,NA,4,0,"Half-full","Yes"
"7272","2017-10-17","No","No","Other (please specify)",NA,NA,NA,NA,NA,NA,"Yes"
"7273","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,18,NA,"Half-full","Yes"
"7274","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,0,"Almost full","Yes"
"7275","2017-10-17","No","No","Empty and reuse",NA,NA,NA,3,0,"Half-full","Yes"
"7276","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,3,NA,"Half-full","No"
"7277","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,7,10,NA,"Yes"
"7278","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,0,"Almost empty","Yes"
"7279","2017-10-17","No","No","Empty and reuse",NA,NA,NA,0,NA,NA,"Yes"
"7280","2017-10-17","No","No","Other (please specify)",NA,NA,NA,1,6,"Half-full","Yes"
"7281","2017-10-17","No","No","Other (please specify)",NA,NA,NA,0,0,"Half-full","Yes"
"7282","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,1,0,"Almost full","Yes"
"7283","2017-10-17","No","No","Abandone",NA,NA,NA,1,NA,"Full","Yes"
"7284","2017-10-17","No","No","Empty and reuse",NA,NA,NA,4,NA,"Half-full","No"
"7285","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,1,NA,"Almost full","Yes"
"7286","2017-10-17","No","No","Empty and reuse",NA,NA,NA,4,0,"Almost full","Yes"
"7287","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,1,10,"Almost full","Yes"
"7288","2017-10-17","Yes","No","Empty and reuse",NA,NA,NA,NA,NA,NA,"Yes"
"7289","2017-10-17","No","No","Abandone",NA,NA,NA,NA,3,"Full","No"
"7290","2017-10-17","No","No","Other (please specify)",NA,NA,NA,0,0,"Half-full","Yes"
"7291","2017-10-17","Yes","No","Bury and dig another one",NA,NA,NA,4,0,"Half-full","Yes"
"7292","2017-10-17","No","No","Empty and reuse",NA,NA,NA,3,NA,"Almost full","No"
"7293","2017-10-17","No","No","Empty and reuse",NA,NA,NA,3,NA,"Almost empty","Yes"
"7294","2017-10-17","No","No","Empty and reuse",NA,NA,NA,10,NA,"Half-full","No"
"7295","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,NA,NA,NA,"Yes"
"7296","2017-10-17","No","No","Multiple options",NA,NA,NA,5,0,"Half-full","Yes"
"7297","2017-10-24","No","No","Abandone",NA,NA,NA,1,NA,"Almost full","No"
"7298","2017-10-17","No","No","Other (please specify)",NA,NA,NA,0,0,"Half-full","No"
"7299","2017-10-17",NA,"No","Other (please specify)",NA,NA,NA,1,5,"Full","No"
"7300","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,10,"Almost empty","Yes"
"7301","2017-10-17","No","Yes","Bury and dig another one","4","Too expensive","Every Year",NA,5,"Half-full","Yes"
"7302","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,0,"Half-full","Yes"
"7303","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Full","Yes"
"7304","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,4,NA,"Almost full","No"
"7305","2017-10-17","No","No","Other (please specify)",NA,NA,NA,0,0,"Half-full","No"
"7306","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,1,0,"Almost full","Yes"
"7307","2017-10-17","Yes","No","Bury and dig another one",NA,NA,NA,4,NA,"Almost empty","Yes"
"7308","2017-10-24","Yes","No","Empty and reuse",NA,NA,NA,0,6,"Full","No"
"7309","2017-10-17","No","No","Empty and reuse",NA,NA,NA,15,10,"Empty","Yes"
"7310","2017-10-17","No","No","Empty and reuse",NA,NA,NA,3,0,"Half-full","Yes"
"7311","2017-10-17",NA,"No","Other (please specify)",NA,NA,NA,1,NA,"Almost full","Yes"
"7312","2017-10-17","No","No","Empty and reuse",NA,NA,NA,1,NA,"Almost full","Yes"
"7313","2017-10-17","No","No","Empty and reuse",NA,NA,NA,3,0,"Half-full","Yes"
"7314","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,1,NA,"Almost full","Yes"
"7315","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,0,"Half-full","Yes"
"7316","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Almost full","Yes"
"7317","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,2,0,"Half-full","Yes"
"7318","2017-10-17","No","No","Empty and reuse",NA,NA,NA,12,10,"Almost empty","Yes"
"7319","2017-10-17","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full",NA
"7320","2017-10-24","No","No","Bury and dig another one",NA,NA,NA,7,10,"Half-full","Yes"
"7321","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost full","Yes"
"7322","2017-10-17","No","No","Other (please specify)",NA,NA,NA,0,0,"Half-full","Yes"
"7323","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,1,"Almost full","Yes"
"7324","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,0,"Half-full","Yes"
"7325","2017-10-17","No","No","Empty and reuse",NA,NA,NA,2,NA,"Almost empty","Yes"
"7326","2017-10-17","No","No","Other (please specify)",NA,NA,NA,5,NA,"Half-full","Yes"
"7327","2017-10-17","No","No","Empty and reuse",NA,NA,NA,10,10,"Half-full","Yes"
"7328","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,NA,NA,NA,"Yes"
"7329","2017-10-17","Yes","No","Empty and reuse",NA,NA,NA,1,NA,"Half-full","Yes"
"7330","2017-10-17","No","No","Other (please specify)",NA,NA,NA,0,0,"Almost full","Yes"
"7331","2017-10-17","Yes","No","Empty and reuse",NA,NA,NA,NA,NA,"Almost empty","Yes"
"7332","2017-10-17","No","No","Empty and reuse",NA,NA,NA,4,NA,"Half-full","No"
"7333","2017-10-17","No","Yes","Empty and reuse","4","Affordable","Every six months",NA,5,"Almost full","Yes"
"7334","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,0,"Half-full","No"
"7335","2017-10-17","No","Yes","Bury and dig another one","4","Affordable","Every Year",5,NA,"Almost full","Yes"
"7336",NA,"No","No","Empty and reuse",NA,NA,NA,3,0,"Half-full","Yes"
"7337","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,NA,NA,"Yes"
"7338","2017-10-17","No","Yes","Empty and reuse","2","Very affordable","Every 9 months",1,NA,"Half-full","No"
"7339","2017-10-17","No","No","Empty and reuse",NA,NA,NA,15,10,"Empty","Yes"
"7340","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Half-full","Yes"
"7341","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,0,"Almost empty","No"
"7342","2017-10-17","No","No","Empty and reuse",NA,NA,NA,6,NA,"Half-full","No"
"7343","2017-10-17","No","No","Empty and reuse",NA,NA,NA,8,NA,"Half-full","Yes"
"7344","2017-10-17","Yes","Yes","Empty and reuse","5","Too expensive","Every Year",1,0,"Half-full","Yes"
"7345","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,5,0,"Half-full","Yes"
"7346","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,NA,NA,"Yes"
"7347","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,0,"Almost full","Yes"
"7348","2017-10-17","No","Yes","Empty and reuse","3","Affordable","Every 3 months",NA,3,"Half-full","Yes"
"7349","2017-10-17","No","No","Empty and reuse",NA,NA,NA,0,0,"Almost full","Yes"
"7350","2017-10-17","Yes","Yes","Empty and reuse","5",NA,"Other (please specify)",0,NA,"Almost empty","Yes"
"7351","2017-10-17","No","No","Empty and reuse",NA,NA,NA,8,NA,"Almost empty","No"
"7352","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,0,"Almost full","Yes"
"7353","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,0,"Half-full","Yes"
"7354","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Full","No"
"7355","2017-10-17","Yes","Yes","Abandone","5","Affordable","Every 1 year Six Months",NA,2,"Almost full","Yes"
"7356","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,NA,"Half-full","No"
"7357","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,0,"Almost empty","Yes"
"7358","2017-10-17","No","No","Empty and reuse",NA,NA,NA,10,10,"Almost empty","Yes"
"7359","2017-10-17",NA,"Yes","Empty and reuse","3","Affordable","Every 3 months",NA,3,"Half-full","Yes"
"7360","2017-10-17","No","No","Empty and reuse",NA,NA,NA,8,NA,"Half-full","Yes"
"7361","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,0,"Almost empty","Yes"
"7362","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,NA,"Half-full","Yes"
"7363","2017-10-17","No","Yes","Empty and reuse","Other (please specify)","Not affordable","Other (please specify)",NA,1,"Almost full","Yes"
"7364","2017-10-17","No","No","Empty and reuse",NA,NA,NA,0,2,"Half-full","Yes"
"7365","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Half-full","Yes"
"7366","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,9,"Half-full","Yes"
"7367","2017-10-17","No","No","Abandone",NA,NA,NA,1,NA,"Almost full","No"
"7368","2017-10-17","No","Yes","Bury and dig another one","4","Affordable","Every 9 months",NA,6,"Almost empty","Yes"
"7369","2017-10-17","No","No","Other (please specify)",NA,NA,NA,1,NA,"Half-full","Yes"
"7370","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,4,NA,"Half-full","Yes"
"7371","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,NA,"Half-full","No"
"7372","2017-10-17","No","No","Empty and reuse",NA,NA,NA,4,0,"Half-full","Yes"
"7373","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,0,"Half-full","Yes"
"7374","2017-10-17","No","No","Empty and reuse",NA,NA,NA,3,0,"Almost empty","Yes"
"7375","2017-10-17","No","No","Empty and reuse",NA,NA,NA,10,10,"Almost empty","Yes"
"7376","2017-10-17","No","No","Empty and reuse",NA,NA,NA,8,NA,"Half-full","Yes"
"7377","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Half-full","Yes"
"7378","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Almost full","Yes"
"7379","2017-10-17","No","No","Abandone",NA,NA,NA,10,NA,"Almost full","Yes"
"7380","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,0,"Half-full","Yes"
"7381","2017-10-17","No","No","Empty and reuse",NA,NA,NA,5,0,"Half-full","Yes"
"7382","2017-10-17","No","Yes","Bury and dig another one","3","Affordable","Every six months",1,NA,"Half-full","Yes"
"7383","2017-10-17","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Half-full","Yes"
"7384","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,NA,5,"Half-full","Yes"
"7385","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,1,"Almost full","Yes"
"7386","2017-10-17","No","No","Bury and dig another one",NA,NA,NA,0,0,"Half-full","No"
